review_id,user_id,business_id,stars,useful,funny,cool,text,date
uDqDeF_7sGhqY_H5D_t72g,Q47xcicnu5cXYeoveCmD2g,FYIL5duVgc9eLyYw6hobmw,1.0,0,0,0,The slowest service ever. Had a business party of 15 which I understand is a lot. Got in at 630 on the dot and did not eat until 9. Took over an hour for 3 desserts orders and the restaurant was empty. Not planning an event here again. The wait staff was amazing but the food service was slower than I have ever experienced.,2019-02-21 04:09:26
SoTXZqIoOES4yL_B68kX1w,VxQdmAO6lghp7_ZG0hpojA,NnDFVrMdgjdIboWc_amdnA,2.0,1,0,0,the wedge salad and veggies were great. The chicken was mush. It didn't taste bad but had the texture of cooked chicken roll from a deli that had been marinated to give it flavor but had a disgusting mushy texture. GROSS YUK EEUUUU!!  And what's with the nasty Jack Daniels EVERYTHING???  Here's a clue: Not all of us LIKE that rotgut crap because it tastes like shit.  Did Jack Daniels buy the Fridays chain?  Or are they blackmailing you??  LOLOL  Do something different--try rum!,2013-08-16 13:07:53
1leQSaYJaqsx7yo_Ow7Grg,BcAjHPkSWrGuor47pifTkw,6Pu5MKIWbn6FO-oebSSrYQ,1.0,0,0,0,"Was in there today. Was the biggest waste of time. Too long of a wait, had to ask for water refills three times, food was cold and bland, mimosas were fair, prices for food were a bit much for what you actually get. Was an absolute joke. Service, food, and overall experience will allow me to make a decision to NEVER return. I arrived at 12:05 pm and left at 2:58. Unbelievable.",2012-11-19 00:56:15
GVvheus9Nm0qZLwmbdDuaQ,5AL4SLFn0yuVbsZMdMfCmA,WtH2z1TlxLgh5mZrGQnkuw,2.0,0,0,0,"Sat down at 7:03. Didn't see a server for 20 minutes. Finally one from our table got up to get someone. She came over somewhat soon after that. Took our food and drink orders. 20 minutes later we had still not received food OR DRINKS. 40 MINUTES after sitting down and we are still on our first pour of water. She comes by at this point and asks us if we would like to put in any food or drink orders. (Umm what?) At this point we seek out a manager, who quickly makes excuses for the server and assigns a new server to our table. FINALLY, after an hour and 6 minutes from sitting down, our food is brought out. Two out of three orders were wrong. YOU HAD OVER AN HOUR TO BRING TWO BURGERS AND A BLT. (For the record, this place was NOT busy. However, DEFINITELY understaffed). Thankfully, we were told that our first round of drinks was on the house....even though we only had one round of drinks because of how poor the service was. Thanks. Preciate ya. 

I'm not angry. I'm not bitter. I'm not going to hold a grudge. 


Good things:

When the manager was approached, our server was exchanged for another server and things turned around quickly. Our new server was on the ball and the manager made things happen. We were finally eating and our drinks were comp'd. 

 THAT BEING SAID.....

If you're going to understaff your restaurant with poorly trained employees, stand behind it. Don't throw them under the bus at the first sign of trouble like it's going to exact any change in the future. Own it. Take one for the team. And maybe comp the part of the bill that was incorrect. 

IF you have a server who is truly a source of frustration to you, either do what it takes to train them more thoroughly, or find a more suitable position for them. 

If I wanted to wait an hour for food I would've used Uber Eats. 

Thank you, and good day.

(I said good day!)",2018-12-31 04:06:29
aefgmaby_Saf1ktoi2kGdA,yxpAKh8D3eylwLsVRQ-O6g,8bXN8rouWRTKxvfuHNDRBw,1.0,1,0,0,"Worst dining experience of my life. Got seated at around 8, everyone got drinks around 8:45 (we ordered waters and 1 tea), then everyone eventually got food around 9:30. I think we saw our waitress 3 times in the total 3 hours we were there when we were her only table. Most of us ordered Endless Apps and waited so long to get them that our server eventually decided to just ring in random items and bring them to our table when they got out. Even when we got all of those items, still everyone didn't have food. Our waitress tried to blame everyone else for the delay and even argued with as after asking if we got everything and we informed her that we didn't. When I eventually got my food after an hour and a half of waiting, I asked for blue cheese for my wings. Sharday (our waitress) never returned. Meanwhile there were about five servers sitting at a booth nearby for our entire dinner and no one ever came to check in on us. Sharday was taking over an hour now to get back to the table and it was almost 11pm, we wanted to dine and dash it was so long. I'm sure the other servers heard us talking about it, by this point we were pretty much the only table in the place. No one came over. Eventually, one of us had to go over to the group of servers and ask for our checks. They all started asking ""Yeah where IS Sharday??"" as if they hadn't noticed she'd been gone for over an hour. Finally she came with our checks and after 20 minutes of ringing up our checks, we finally got out of that horrible establishment.
Do not ever go here.",2017-07-25 01:23:47
kZRtqPPAmQ0f4XC9F1BBzw,S2wTtFGfYnzdFu6ZIQoDfA,-8z1z-kYVvFFT4HUVSV-lA,1.0,5,0,0,"I have been here twice.  It takes me more than 45 minutes to an hour to get here via public transport.  The first time I came with a groupon, was okay.  They have one chair,  so my friend and I had to shuffle around, and it took 4 hours for mani/pedi.. the second time I had an appointment and I arrived early only for Edie to tell me she cancelled my appointment because I did not confirm. . The reason you make an appointment is to have one.  For her to cancel without me knowing is ridiculous.  She said she tried twice to call me but she couldn't reach me. . The only reason it should be cancelled is if there is an emergency on their part or if I cancel.  Since she could not reach me,  she should have known that I would keep the appointment. . This made me waste more than 3 hours out of my day off, which are precious. . Edie never apologized.  I will never go there again and would not recommend this place to anyone. . Very unprofessional.",2015-10-09 12:20:59
YUNn4Ewj8khYfgXXRx6vJQ,tITozPh7nHoBMtYoHiyciA,YPO3NLr89k2mSNgYcPoRrg,1.0,1,0,0,"Hibachi Grill was fined for dirty dining in Marion County. Checkout this link and see what's really going on in the kitchen and how many visits they took to the restaurant and continuously found more and more critical food violations every visit. 
http://fox59.com/2016/07/25/dirty-dining-repeat-offender-gets-highest-fines-in-marion-county/",2016-07-26 15:42:13
bbkWEWS8NgDyrXLeswa4pQ,qTdBRdQYdEJMoL2C9q3Rhg,u7uFQCoHFtBKCtbWUm6yZw,2.0,1,0,0,"I wouldn't waste your time dining here with all of the other great options in the Big Easy. Everything from the service to the food was lackluster and unimpressive. 

My boyfriend and I decided to dine here for his birthday dinner on our weekend trip in New Orleans, and this happened to be our last dinner in the city. We went out with I'm sorry to report not a ""bang"" but a ""bust.""

We first arrived over 20 minutes before our reservation and were not seated until 15 minutes after, and frankly, they were not that busy at 8.45 that we should have been waiting that long. When we finally sat down we waited 10 minutes just to receive menu's. Our server literally greeted our table and said ""happy birthday"" to my boyfriend (I had told the host to let our server know we were celebrating) and then walked away and never brought us menus. We had to ask another server.

We then decided we were both going to share an appetizer, salad, entree, and dessert. Our first course was angel hair with crawfish in a creole cream sauce. We waited close to 20 minutes for our appetizer to arrive and when it did, we both wished it had stayed in the kitchen. It was literally one small scoop of pasta that wasn't event cooked right ( it was all stuck together in one small blob, looked unappetizing and was in a a sauce that was utterly bland. We were so hungry by this point we just ate all 2 bites hoping the next few courses would redeem it.

Our next course was a salad with scottish salmon, watermelon, frisee, ricotta salata in a chili lime vinaigrette. This dish was so bad I didn't eat it, I gave it to my boyfriend who was reduced to eating it without breathing saying all the while he felt he was in a tough man competition just trying to get it down. The salmon had a terrible texture and looked like it was out of a can and as my boyfriend put it, it looked like salmon cole slaw. Not something you would expect to see at a restaurant of this caliber.

Then we shared the Pork Chop in the Tamarind and Mole sauce with sweet potatoes. The dish was huge! They split it for us in the kitchen and it still was massive! Th pork chop was cooked well although a little fatty and the sauce was very thick but tasted alright. The sweet potatoes were ehh. 

It's a pretty scary thought that after all this we still took the chance with dessert, but I am glad we did. The banana cream pie was delicious, and although not a saving grace for the terrible food that came before it, we were glad we finally had something tasty to eat. 

However, we were very disappointed that I had mentioned it was my boyfriends birthday and they didn't even put a candle in the pie, or offer us a complimentary dessert or anything. We have been to many other fine dining establishments that go that little extra mile to make you feel special and I feel that our server did not go out of his way to make our evening memorable. A handshake and ""happy birthday"" just doesn't cut it. 

We did have to wait an extremely long time for everything from being seated to receiving our menus, to waiting for the food and then waiting for the check way after we had finished our meal. Our server was busy chatting with some ladies who we assumed worked there and were dining on their night off. 

The highlights of the evening would have be my glass of wine was pretty good although overpriced at 13 a glass, and the busboy who took care of us throughout the evening was great! He was always there to mark our table, clear our plates and refill our water. However, I think its pretty pathetic that we went to a supposed excellent restaurant with a renowned chef and the best thing we can say about the whole experience was the busboy.

Needless to say, we will not be back on our next visit to New Orleans.",2010-12-20 05:18:20
EqrpQ-Jyd3tlWpuwLUD6ag,oCnLbe9OGnpyQBY4E90bVQ,03jQGGJ2ch0uHTtW-UUUqg,1.0,2,3,1,"Please do not support Famous 4th Deli. They burned my food black, charged me full price, and when I complained, the owner yelled at me and called me a liar. Not cool.",2014-04-20 16:17:13
aR9OFu05mdWb_cYoLnVULg,Pm7KNGZ1QdFSjhoq0YTkbg,z0nn7qIT96w81biIp1wuPA,1.0,0,0,0,This place is ridiculously overpriced. Didn't really care for the service after hearing the outrageous prices for replacing my stock speakers in my car.  Kind of rude.,2020-07-06 01:43:34
0a6bjXdJjoUOveF2zYnktA,aVJzmf19XBxRl5HqwCsouw,1AQhRXA6GhMp6FjpS4T8lQ,2.0,0,0,0,Honestly just okay. Good place to have a few drinks but the food is honestly not that good. Over priced and just very blah. I always want to try and like this place but I honestly just can't...,2017-08-12 03:39:10
Cz3RLGoatpkTWZmC9wZcOA,9XydwSSKgh2x54gZMRUB4A,RSoFch8S-gID-qqb3A7hLA,1.0,2,0,0,I've been waiting five months for a background check. I never received the report that was supposedly mailed several times and subsequent calls yield no response. I paid $400 for a background check. Unless you wish to be scammed stay away.,2019-10-03 16:23:30
igu3hKpueJUGxI5ZHJ7JuA,ARp_Z_1vKJfnxlURR-ga2A,YfGVsl-8YUcTmtNI0jQfhQ,2.0,2,4,2,"The pizza was tight, especially with garlic but oh shit... Had me throwing up all night. The delivery man didn't even do what I asked which was to flash the Wu-tang sign... Ugh, the only reason I got it was because it's freakin' 50% off every other day. No wonder why, because it makes you throw up.",2014-04-14 11:44:32
F5VRkAATfiE41RdIgF20Zw,WVVHIK3Evo0yIiujwJGH9A,NgH1W4V9ZCOkAeGJQ1ON6A,1.0,1,0,0,"Ordered a breakfast sandwich and got a burnt piece of crap handed to me after waiting 10 minutes for it in an empty dunkin, the girl who took my order and made my food was extremely unprofessional. She burped in my face after I had to go back and get my money back because the food looked too nasty for me to even try it, I was polite from the start to get crappy service. I then asked for the manager after she argued because I asked for her name, the girls name was RUBY. If you ever have the unfortunate encounter with Ruby at this establishment, do yourself a favor and take your business elsewhere.",2019-12-23 16:55:24
FijmV13FxsyWzD9-xDV-5Q,pC7rkZ3dveAwAJQGQpJBzA,MSPT9HtCXCcogbTsBJn-hw,2.0,1,0,1,"I never had a problem with any other jersey mikes, but this location has terrible customer service. Just recently I went in I asked for a sub with both turkey and bacon. I made it clear I wanted bacon on my sandwich. Sadly, when I got home and began eating my sandwich I realized they didn't give me the club sub I had ordered. It did not have the bacon I specifically asked for. Also, it was soaked in oil, which made it soggy. It was not a pleasant experience. I'm just disappointed with this location.",2019-02-08 20:21:46
9oCOldBax4v-kmC1x_wr6A,K7WAm_-xMekBRBEEDZV7EQ,ru-ry89b1GRp-XM5Lc0eFw,1.0,0,0,0,"MUST READ IF YOU ARE CONSIDERING BRINGING YOUR CHILD HERE! DON""T LET JENNY TOUCH YOUR CHILD""S NAILS! 

I never right reviews. However, I felt the public should be aware of my experience especially if they are going to bring their child for the children's pedicure. This was my first visit at this place, and I went because they have children's pedicure chairs. I was bringing my little girl to get her nails done for the first time. This is how the visit went.

- My daughter moved her toe and messed up the paint on one of her toenails. Jenny was visibly mad and was very short with my daughter. 

- I hadn't realized that earlierJenny had cut my daughter's cuticle, but when she was fixing the paint around the toe she put fingernail polish remover over the cut and my daughter burst into tears. I showed her the cut and told her that this is why my daughter was crying. To make it worse- she did it a second time even after I told her what happened.

- there were several times whereJenny was very upset and talking very angrily to herself in another language, all while being very rough with my daughter. 

- I was told it would be 30 minutes, however my child had to wait 1 hour and 20 minutes. Because the wait was longer than expected, I asked Jenny if she could do my daughters nails first. She said that it was her boss' policy that the woman has to get their nails done before the child. I later talked with her boss, the manager- I believe his name was Thomas- and he said that this was not the case. That she can and should have done my daughters nails first. 

If you are going to offer kid's pedicures, you should do just that. Jenny should not expect the child to know exactly what to do or to not move an inch. You should also be a little friendly and definitely not mean and rough - like Jenny. Because the situation kept getting worse and worse. I finally told Jenny that she was much too visibly upset to be touching my daughters nails and that I wanted her to stop. She through the towel down and stormed off. 

If this is something that happened to my, I would not be righting a review. But, for this to be a child's experience, that is unacceptable.",2019-02-02 18:08:30
zKWrHlNzHl8EIOtRrNw0dA,lQWBlKZpM_e3pknni0fkKw,3Dp1ePL6C-zl64FgvqvrvQ,1.0,0,0,0,"Looks like I'm gonna be wearing a hat for the next week or so. Asked for a medium fade, left with a high & tight. I just ended up shaving my head cuz hair eventually comes back but I won't be to this place. What made me mad wasn't the haircut but the fact that this dude kept flicking his comb and clippers in the same spot over and over for like 45 mins and I still ended up with this garbage haircut. I could get a better haircut in the barracks.",2019-07-14 10:02:00
SPB1AxHUw48QYxyv2DYLjQ,BenSpKu2DrgRR7UmLRR6Aw,b3dZkX1hahp8Rb_OVeRjAA,1.0,7,0,0,"I've taken my minivan to their Chrysler service center twice for basic stuff on two occasions... once for recalls and once I had to get my key fob reprogrammed. 

On both occasions, they found about $1000 of work to be done on the car.  (Both times, the car was running fine prior to arrival ... and as a side note I have it serviced by another mechanic right near my home.)   I call my regular mechanic and ask about the specific item (not telling him how much Reedman is going to charge me), and in both cases my mechanic was at about half the price. 

Also, on both occasions, within a few days the vehicle started acting up and doing odd things.  Check engine light pops on, lights on the dash flickering, ABS not working, etc. 

Seems a bit too convenient and spooky.  Like they are deliberating messing with my vehicle so I have to come back and give them more money.    I've never had problems with this Town & Country unless I bring it to Reedman.  

I've had friends that have had the same experience. 

Very weird.   I won't set foot there again.  Seems like a bunch of scheisters.",2014-12-03 19:06:28
Ay2n9wR1uP3gWmDteFBzWA,MYJXqkmsF61z9sBz8e1Lwg,ypJdCkGXcLPHrmH7NBPM_g,2.0,1,0,0,Fun club. Usually 18+. Get in before 10:30 for free. At first it reminded me of an awkward fifth grade dance with girls on one side and boys on the other but as the night went on it got more popping. Wish DJ played more hip hop and rap music less edm. To be honest music was a little too loud got a major headache. Drinks are overpriced.,2015-03-28 05:04:43
kf7Nhu5gZebe5niwATDIWw,wwdD_qpEFxYgAe10a7mqQg,GnaK02osEcOO9G16XIRZDg,1.0,0,0,0,"Stopped in for appetizers and cocktails. Service was very slow...... there were only people at  two other tables in restaurant and 1 person sitting at the bar. Certainly not busy at all!! Waited 15 minutes for a margarita (Jose Cuervo) @ $12 each at a Sports bar is outrageous!! This is Tampa, not NYC or DC!! Probably will never go back! One more thing....most boring Sports Bar ever...whoever designed it really cheaped out!! Yes I know Evan Longoria owns it too.",2016-08-28 00:23:43
YGDI7SAy4SYjOQI54mugTg,1gt3y35lxpqx06fgbS6S_w,t-QxJFbbSjC-_X9TWJqITA,2.0,0,1,0,Went there for lunch with husband the first time. Food was so so. My omelette was way over cooked.  Service was fair. Waited to be seated. Waited a long time to get food. It was off peak hours when we went there. Bathroom was dirty and I only went there washing hands. It was all negative experience for us.,2021-05-21 23:00:57
SoKvpUz2o3J1HoXiZzr8xw,UhFi4Re-a04k9enkXr0w9w,PpN7ZMEhfQaNm7qxVZ-nTg,2.0,0,0,0,First impression was horrible. Went I front door and the bald guy behind the counter was texting on his phone. When I walked in he didn't even look up. Had to clear my throat a few times to get his attention. Told him I was there for a pick up and he kind of pointed to the back and said down the hallway to the right. That was the bathroom. On the left there was a counter with no one there. Found a server and they told me pick ups are at the widow. Waited a few minutes and finally a guy came out punched something in on the computer and went back into the other room with no acknowledgement. Finally a woman came out pleasant but confused on my order. They had my sauces mixed up (not labeled) and made it confusing because we had 3 different kinds. She brought out the order of 80 wings (8 different kinds of flavors) and counted everything to check. Got home and that was when we realized nothing was labeled and we really couldn't tell what most of them were. Got a side of sweet potato fries and they were just thrown into a brown bag with paper on top and the top crinkled all the way down so the fries were soggy on the out side and raw on the inside since they use steak fry cut sweet fries. Once we figured out what wings were what (at least we think we did) they were ok. If we ever go back will definitely go over the order before I leave and make sure they label all the items and cook the food correctly.,2020-08-06 01:12:25
MvYLZM0mzD_65o0mACGV4w,fdFgZQQYQJeEAshH4lxSfQ,qnGh77dUO1vhAvy7HJFEyg,2.0,1,0,0,"Well, I decided to give Wendy's a try since it has been awhile.

The burger was OK and the frys a tad under OK. I did not like how the combo meal price is for the small. $6.08 as of this review. $6.67 for a medium which turns out to be $7.xx with tax. Over $7 for a fast food meal?!! What's going on here? I've noticed that other places are starting to hike up their prices, too. This was just for a single burger with cheese, too. The burger without the meal was over four bucks!!! If I had known that I would be spending $7, I would have gone to In-N-Out or Chick-Fil-A. The food wasn't worth seven bucks for me. Service was good. Just didn't get a good bang for my buck. Will not be eating at Wendy's anymore.",2013-12-18 23:27:54
SO5W1pk4qEZywEa4d9C6rA,HymQQo_2ktmmROsWPg3p_w,tr-7W_q_yhdRvYm-9vLckg,1.0,10,0,0,"Bill Lee's (running for governor) company is the worst.  I've been a customer for a long time with service contracts at several properties.  This June I called (because I hadn't heard from Lee) to schedule spring a/c check and maintenance-they should've scheduled it with me as they did for years. When I called the operator told me that she would put me on the schedule for October.  October? I said - that's too late.    She said that because it got so hot so fast that they didn't have enough techs for regular maintenance and would only set up an appointment if something broke.   I said I have service contracts on several properties and she said it didn't matter.   She said, 'hopefully nothing will break til October' and I said ""let's hope"".   Fast forward to July.  Early one Sunday morning I hear dripping.  I went to the hvac closet and the a/c unit was rapidly dripping water.  Spilling over the water heater onto the cement and under the wood flooring.  I called to schedule an emergency call - they labeled it a ""work in"" not an ""emergency"" and the tech showed up at 4:00.   He said the P drain was clogged with mold, this wouldn't have happened if regular maintenance had been performed in the spring.  He said I still needed to schedule a service call which I did.  I shouldn't have been charged for any call but (according yo John Davis, General Manager) But I was charged $100 and never was reimbursed.   The floor bubbled  up from the damage.  Charlie Roberts, Manager and John Davis said they would fix it and then stopped answering phone calls from us.  Many weeks have gone by and we called our insurance company because the damaged floor is upon entry to our condo and everyone trips on it - it must be fixed. Lee Co walked away from us.  When I called last week and spoke with Lynn, I asked her to cancel my service contracts and get a refund for the contracts because I apparently paid for nothing.  told her the whole story and she was sympathetic saying that she was familiar with me and that I was a good customer and always very nice and she would check with her manager and call me back.  That was 2 weeks ago. NEVER USE LEE CO!!  And IF BILL LEE RUNS HIS COMPANY LIKE THIS HOW CAN HE POSSIBLY RUN A STATE!!!  So disgusted.",2018-09-03 13:05:11
3WKhkkxbe9MqHi-alPMrrg,lAGqezGouIME8cSXW2Jvsg,ixsljpxu56VCTtayIELqUg,1.0,0,0,0,I tried to call this place to make sure they were open.  All I got was a generic mechanized recording to leave a message.  I did not get a call back.  This is at 6:20 pm on a Wednesday.  I guess they went out of business.,2016-07-27 22:27:09
mzn4faGIBWI4fbvPmBI3Hw,nwQXIVWENAi5iXeOFhvfMQ,5hAUdFPi1QFJJOlFReVexg,2.0,0,0,0,"Stale bread. Bland, over cooked meat. Decent service. 

Was offered a dessert ""on the house"" for an anniversary, then charged for it.",2019-05-14 02:24:28
bIIDeho6_VqorefGF570uw,zh6hVrwwgj36hmTrxS39hw,LZzDvgfpkd4nI3E4L9wF1w,1.0,0,0,0,"Showed up, was told it would be a 30 minute wait to get a table for 3, ended up wating over an hour, others that arrived after us got their tables before us. Need to work on their waiting times.",2018-12-03 01:42:48
HqFF72OA1EByGaSZhezrFQ,EtQ5oCFsrOYb7B9n43O_ew,gku-vC4YB5c7ZuNyLhjNbQ,1.0,0,0,0,"The fajita's mix was phenomenal, however my girlfriend ordered chiles-rellenos. The deep fried peppers were completely soggy - complete mush. When we asked the waitress about it, she said that's how they're made. 

Anything deep fried should never be soggy through and through like that, and that's definitely not how chiles-rellenos is made. I understand that everyone has an off day when cooking, whether it's because of old oil or whatever, but to lie to cover up a bad meal is incredibly bad form. Lying to cover your ass always yields a one star.",2015-05-11 16:57:21
OX6lqLeRZQe2C7EQkUgv-A,Ouu1lD0qlmIkIrZNNhGnqg,USVks6B2Xkf0WLmLIiXqMA,2.0,2,0,0,Trendy. Expensive. I had the broiled whole fish and my wife had the chorizo and clams and we each had a glass of wine. We split the lemon parfait for dessert. The food was good but not great. Bill with tip was $120.,2012-04-23 16:59:53
OFWp-mFRbdIQUAxPwY92Rg,_qlzG5OgZYZ4toRoiBGMNw,zm9aNqkHHtp1f-VT3ZlOZw,2.0,1,1,0,"I was excited to get breakfast on a weekday. I went on yelp to see where in the area had open places before 10am. Cafe Renata had OK reviews and we decided to give it a shot. 

 My friend got the Waffle Ranchero. My friend said it was good, but nothing amazing. I tried a bite of this and I agreed. I do think the idea of this was pretty cool. 

I got the Eggs Benedict... I never had such yucky disgusting poached eggs in my life. First of all, one poached egg was already popped and the yolk was flowing all over my english muffin and to the bottom of my potatoes. Second, the egg white part tasted nastyyyyyyy. It was far beyond than just being bland.. I am tolerable with weird/bad tasting things and will normally try to eat everything b/c I don't like to waste food, but this time I cut out all the egg white out and ate just the english muffin, ham, and the runny yolk. The potatoes were good and I liked how they added sweet potatoes too. 

Cafe Renata is definitely overpriced considering the taste, and I will not come back here unless a friend says this is the only option..but you know Philly has way too many other places to try out.",2014-02-27 02:48:04
ConsIrORRlSgw9XTCis11Q,fNQrCsj7o5vx4pCKwP02aQ,5XTdTRNeO33_9qHPDDtAag,1.0,2,2,0,The reviews are all fake!!!!! One idiot wrote 2 reviews one here and one in Orlando!!! Hmmm?? Looks like someone was on Fiver!!!! Doesnt matter how the food is Li's Its called fraud!!!!,2015-10-21 13:03:32
SCCejcQFhi-v0jxxJ27Azw,drYTbjc5CPB_e0HGt4tBFQ,Sh5x88Ty9NGgMvLoIKxAiQ,2.0,1,0,0,"Rather disappointing. All the reviews I read about this place made it seem top notch. Food was average at best. Hot chicken biscuit wasn't all that good. The home made tots are bland tasting. Not sure if it's how they make them, or if they're suppose to be mushy inside. Only good call out, they have Big Red as a fountain drink!! I'm a big fan of Blake, but go to Aldean's, it's better.

PS. Service was horribly slow!",2018-10-02 19:08:18
0qr3Z4sRja4-rb2X8XULnQ,mCtJ16Zwh-5-u4ql9VeaSA,RqW9S4WG9UYZHKhHRHXJZg,2.0,0,0,0,I was far from Santa's fide with the food let alone cost the service provided was brief and the server was very uneducated had a little knowledge of the menu I was led to believe this was a great Spanish menu however left unsatisfied leaving a review with two stars,2017-11-04 07:23:03
MGlyb6jxhiX8r-eG0N_vVw,GlOiK9dvpTG2syeNrEz0Iw,EBonJ5tjkxBEUezwosVlLg,1.0,1,0,0,"The coffee is ok but the staff are AWFUL. Every time I have visited there has been serious attitude from the baristas and in particular the owner. I can't even begin to fathom how this place has 4 stars, AKA how so many people put up with such atrocious service and such a miserable atmosphere. Not an excuse when there are plenty of other great coffee options.

Go literally anywhere else.",2018-01-12 03:24:07
RjKgOZV6cdUj_z7V0ycFmg,IyrQUlJ-fTQIcdqkkL-Nkg,X1sZWb7NVXI1gLfLVLWFyA,2.0,0,0,0,"Overpriced for what it is.  Barely passable Mexican.  The service is slow, the food is mediocre at best.  I had the taquitos, and they were so burned I could barely eat them.  The atmosphere is nice, but the food will not bring me back.",2013-08-27 19:23:59
37S1xPvDn0N_OGtoKnsFYA,TW3TqVZulVBh1_zIV6YXlQ,qZD5RA2binZZOXPqjtmrrw,1.0,0,0,0,"They soak your hands in acetone making your skin sticky and stiff while weakening the nails more so than usual. Acetone should be used to remove the polish not as a soaking solution. My card was swiped without a total being shown or told to me. OVERPRICED! Double what I have paid elsewhere. Will not return.

Update: My nails were so poorly done I could not even go a week without 2 nails breaking and I am 2 weeks into my manicure and I have another nail broken. Not a polish chip~ my nails actually broke. I work a desk job and do nothing outside of the office to cause my nails to break. I have gone 4 weeks without a nail breaking or polish chipping at other nail salons and NONE of them soaked my hands in acetone as they did here. I paid an outrageous amount of money to get SNS done (charged me for a manicure that I didn't get - Swiped my card without showing me a total. Took my card from my hand and inserted the card into the chip reader) I am very very disappointed I will NEVER spend another penny at this salon.",2019-10-02 18:21:51
JTjBXcdaN-MSMjXSp94hBw,ux3bcz2_0DliCQGbdU3EHg,kUrJttP9lyUGrypYuphA6w,1.0,0,0,0,"It is awful. We went to our friends apartment to pick up something. Only within 15 minutes, and our car was gone. We have to pay over $200 to get our car back. We did not even see any visitor parking spaces available. So bad.",2019-01-18 19:48:16
UfXFFlrlAYsqN1evbRmQPA,f5Vq7c49_a-HSpUZlMXKmA,UT70MlLiBbMlCKOJGMJZCw,2.0,0,0,0,"I had started going here quite often over the last few months and after this last experience, I sadly won't be returning. 
They went from being efficient at getting you in and out to rushing me, and I'm really frustrated with the lack of care and effort they put in to my last gel fill.

I got all white gel-a really hot trend for summer SIX DAYS AGO. It shouldn't matter what the color is, though..it's called 'no-chip shellac' for a reason. 
Day 2 I had to return because two of the nails were starting to chip, and another was looking too thick and lifting up... instead of them seeing what was wrong, the lady filed down the two chipped and sent me off. I had to come back the next day once again due to two more cracking and chipping...Needless to say, I had to go back FIVE times over the last week, and even got charged $18 to repair two, including one acrylic that popped completely off. Absolutely ridiculous. Who has time or monday to do this???

Well, I went back in yesterday and asked to talk to somebody who spoke a little bit more English, to which they didn't understand, and they did end up sending some guy over to repair yet another two nails that had chipped (these were the original two nails that had chipped, haha), and they re-did them at no charge.
I woke up this morning and nearly half of both of my middle fingers have lifted/chipped off.

At first I thought this was due to possibly 3 coats or something, but the last 2 attempts at this, they only did it twice.

So, $70 or so later, in less than a week, I'm going elsewhere.

This really sucks because I enjoyed the environment, but I would rather pay a little bit more for what I know will be a quality 2-3 week gel manicure.",2014-06-21 19:54:50
5DUbT1qCi55xsNvEWR5pyg,Bw0KLA0sGREFzO6FxwMxSA,POuaebsAeCyNx-8qZ3O7XQ,1.0,0,0,0,"They served me and my wife soup dumplings filled with raw pork.  

It's too bad because we have enjoyed this place before. 

Now we're going to be worried sick for the next week.",2020-08-29 23:54:38
6JO0ABfeF1t38veyzrHQdQ,Vwkv6mKn2iApZ9F1zNPZ3w,0C4tTLFDcAfRon8hKnDHxg,2.0,1,0,0,"This hotel is just average. The positives: It is clean and in a location that's convenient to the French Quarter, and our suite included a bathtub, which is becoming harder to find in midlevel, modern hotel rooms. The hotel also has a pleasant and upgraded lobby that is a nice place to sit and relax, work, or just chat with friends. The front desk personnel were friendly and helpful. There is also a business center where you can use the Web and print things for free. There are also modest office supplies like paper clips and Post-its. This all came in very handy for me as I had some business to take care of during my trip. 

While this hotel is not bad enough that I would ever warn anyone against this place, I also would never recommend it to anyone and I would not stay here again unless I had no other options. While the lobby has been redone, our floor and our room was very dated and frumpy. It appeared to be from the late 80's or early 90s. The room was just adequate, nothing was special or nice. The maid service was medicore; the cleaners missed things every day, from trash to coffee items. The towels were thin and sandpapery, the coffee was bitter, the bed and bedding were almost motel like, and the internet was very slow. I also did not like that the lobby was on the 11th floor, so that when you left your room to go out, the elevator just kind of dumped you out onto the street. It lent an impersonal air to our hotel stay.",2013-02-24 20:14:56
OojHNIzKF20ngZVgmsJS9A,Xc0u-LcCKxDpf4Hp05Bqjg,2nUtLHRJ7NDl6SHDVFD2Eg,1.0,0,0,0,"i was very pleased with the dentist & all the techs. & all the front office personnel but 1. 
she was very. very mean rude hateful disrespecrful
not 1 time, not just to me.  we watch many people leave upset in years&in tears.  ah refused to help or listen!  it was her way of noway! 
i went so far to help as to take the correct papers with the correct way to file them with the insurance company after hours on the phone with my insurance company on their behalf!   she refused?! refused! 
then told my fiancé she felt sorry for him! 
she felt sorry for him because he asked her to make a copy of ali the work i did for their office!  i did the work,  all she had to do was file it... 3 months later i just got a bill.. she refused.. regular to come tyke papers",2021-07-19 13:52:36
Mlu6VSxy_QfI78_8PjtBZw,TrIngS-tzngrL-NUTqaofw,ZShmDmtZCgK0rvXiao2ngw,1.0,1,1,0,This placed USED to be bomb af but now it's honestly trash. I never eat out and the one time I do it taste like ass and it's not the cheapest in the food court ‍ smh,2019-08-31 03:21:39
vVZvw2vlmyvR4mETw0CZ2g,wBuQxTimNpDmD-5bEzBepA,0mORkokAHwtA1xLd3MOZXg,1.0,0,3,0,"Hey Lightning management, screw you and your playoff ticket policy. 

Hope your penance is a cup final loss.",2015-06-07 00:41:00
